,state_cat,account_length,area_code_cat,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,churn_predict,churn_proba
199,44,95,0,0,1,35,229.1,143,38.95,148.2,104,12.6,248.4,110,11.18,3.9,3,1.05,0,0,0,0.17248698151150943
200,36,127,0,0,0,0,212.9,92,36.19,260.1,124,22.11,177.6,85,7.99,8.6,2,2.32,2,0,1,0.6168251050184222
201,30,79,0,0,1,30,124.8,99,21.22,207.6,142,17.65,175.0,95,7.88,4.6,3,1.24,1,0,0,0.09978232164972475
202,24,83,2,0,0,0,133.9,82,22.76,169.6,105,14.42,222.8,114,10.03,11.7,4,3.16,0,0,0,0.12691606818612036
203,33,83,2,0,1,31,129.8,87,22.07,183.4,110,15.59,169.4,40,7.62,14.3,6,3.86,1,0,0,0.10565789249864763
204,40,136,1,0,0,0,88.5,112,15.05,279.5,98,23.76,278.0,69,12.51,7.5,12,2.03,1,0,0,0.14076961171243232
205,11,17,0,0,0,0,168.5,102,28.65,297.2,130,25.26,244.7,117,11.01,8.8,6,2.38,3,0,1,0.64758484712625
206,7,165,1,1,0,0,81.4,110,13.84,263.7,150,22.41,219.7,107,9.89,12.2,3,3.29,1,0,1,0.6015688147861551
207,36,149,2,0,0,0,117.2,99,19.92,227.7,74,19.35,221.7,141,9.98,9.0,7,2.43,1,0,0,0.19109524777007592
208,21,79,2,1,0,0,300.4,113,51.07,210.8,93,17.92,173.4,121,7.8,11.9,3,3.21,2,1,1,0.9802261069580126
209,3,94,1,0,0,0,195.1,105,33.17,272.4,100,23.15,142.7,102,6.42,11.5,16,3.11,1,0,0,0.38948639340242114
210,23,93,1,0,0,0,172.0,80,29.24,219.1,76,18.62,169.8,108,7.64,10.3,3,2.78,0,0,0,0.19113891026339347
211,50,109,1,1,1,46,165.2,85,28.08,136.0,92,11.56,184.8,100,8.32,11.9,5,3.21,1,0,1,0.6518151884213275
212,47,106,1,0,0,0,149.7,114,25.45,104.5,72,8.88,227.9,87,10.26,9.0,2,2.43,2,0,0,0.41827020063772397
213,1,92,0,0,0,0,185.8,61,31.59,118.1,131,10.04,257.5,70,11.59,11.8,4,3.19,1,0,0,0.3616818142063467
214,47,93,1,0,0,0,214.4,112,36.45,261.5,97,22.23,280.8,112,12.64,14.8,3,4.0,0,1,0,0.28865793035857085
215,32,124,0,0,0,0,244.6,91,41.58,125.1,70,10.63,303.4,104,13.65,12.0,5,3.24,0,0,0,0.3736057958916936
216,19,117,0,0,0,0,302.6,83,51.44,167.1,106,14.2,209.8,79,9.44,10.4,7,2.81,1,1,1,0.715336779463011
217,21,163,1,0,1,30,195.2,123,33.18,126.4,115,10.74,221.0,90,9.95,9.0,5,2.43,5,1,1,0.816440447489279
218,41,87,2,1,0,0,207.8,113,35.33,182.2,129,15.49,163.4,98,7.35,13.0,3,3.51,1,0,1,0.8832889338034814
219,18,59,1,0,0,0,119.0,119,20.23,134.5,115,11.43,298.6,75,13.44,9.0,6,2.43,2,1,0,0.32708758461027854
220,11,103,1,0,0,0,245.8,116,41.79,135.4,97,11.51,190.9,73,8.59,9.9,7,2.67,1,0,1,0.5491140360597887
221,9,101,0,0,0,0,131.0,148,22.27,237.7,126,20.2,281.3,111,12.66,12.6,4,3.4,3,0,1,0.5325072360689922
222,48,72,1,0,0,0,129.8,106,22.07,188.7,138,16.04,212.5,116,9.56,8.3,4,2.24,4,1,1,0.6928498131305617
223,41,108,2,1,0,0,275.9,84,46.9,203.0,91,17.26,211.4,108,9.51,6.7,4,1.81,2,1,1,0.9731684533596274
224,30,80,2,0,0,0,213.3,124,36.26,189.6,86,16.12,193.7,107,8.72,12.1,2,3.27,1,0,0,0.44586997371748094
225,31,117,1,0,0,0,128.6,92,21.86,191.7,61,16.29,121.7,117,5.48,12.4,9,3.35,2,0,0,0.35458143424253646
226,28,51,2,0,0,0,95.3,103,16.2,189.3,116,16.09,238.7,110,10.74,13.6,4,3.67,1,0,0,0.15158878565234563
227,23,126,1,0,0,0,152.4,94,25.91,166.2,91,14.13,199.2,84,8.96,10.2,1,2.75,1,0,0,0.2701201340913675
228,46,149,1,0,0,0,194.9,108,33.13,187.1,102,15.9,174.9,168,7.87,8.2,4,2.21,4,0,1,0.8380349233358629
229,19,158,1,0,0,0,214.7,112,36.5,262.9,115,22.35,228.9,68,10.3,11.6,2,3.13,1,0,0,0.45028526567421334
230,49,66,1,0,0,0,180.4,99,30.67,135.1,114,11.48,206.0,98,9.27,9.5,6,2.57,1,0,0,0.34593931749409945
231,22,82,1,0,0,0,164.1,84,27.9,317.7,109,27.0,241.5,87,10.87,13.3,4,3.59,1,0,0,0.30052350298574576
232,39,127,2,0,0,0,211.1,62,35.89,235.2,143,19.99,227.5,66,10.24,15.6,3,4.21,2,0,1,0.6113853192162141
233,34,108,1,0,1,19,312.4,98,53.11,271.4,122,23.07,162.6,91,7.32,10.1,6,2.73,0,0,0,0.3761784307798915
234,41,106,0,0,1,27,223.3,97,37.96,212.5,131,18.06,154.6,149,6.96,11.6,2,3.13,1,0,0,0.28019353386207835
235,47,62,1,0,0,0,166.9,76,28.37,223.6,113,19.01,188.9,87,8.5,14.2,5,3.83,1,0,0,0.30808261385645236
236,16,48,0,0,1,26,192.9,60,32.79,179.2,87,15.23,185.5,137,8.35,18.7,7,5.05,0,0,0,0.11611438842667111
237,33,58,1,0,1,28,236.8,89,40.26,158.4,91,13.46,212.3,97,9.55,8.0,3,2.16,2,0,0,0.48181479717134795
238,7,138,1,0,0,0,149.7,99,25.45,160.0,97,13.6,256.5,161,11.54,9.5,5,2.57,1,0,0,0.26338558372032617
239,2,81,1,0,1,17,268.1,94,45.58,156.1,124,13.27,160.4,90,7.22,13.6,5,3.67,2,0,1,0.5808801382887842
240,5,36,1,1,0,0,245.0,119,41.65,195.5,91,16.62,165.7,87,7.46,7.8,7,2.11,1,0,1,0.9240262434358552
241,4,90,2,0,1,22,187.9,121,31.94,209.9,101,17.84,256.7,102,11.55,10.4,5,2.81,2,0,0,0.3326150214152116
242,36,177,1,0,1,21,234.0,108,39.78,238.0,61,20.23,201.9,125,9.09,8.8,4,2.38,0,0,0,0.18158960301671473
243,7,108,2,1,1,36,153.8,105,26.15,246.2,62,20.93,150.9,125,6.79,11.1,4,3.0,1,0,1,0.6181366100390244
244,45,25,1,1,0,0,211.7,51,35.99,225.2,74,19.14,197.4,95,8.88,12.0,3,3.24,0,0,1,0.7982060375289144
245,9,133,0,0,1,49,229.4,78,39.0,219.5,106,18.66,172.3,115,7.75,12.0,4,3.24,3,0,1,0.6298151707151196
246,10,90,1,0,0,0,68.8,124,11.7,168.1,106,14.29,281.7,96,12.68,9.8,5,2.65,1,0,0,0.11303166859606671
247,6,94,1,0,0,0,200.2,113,34.03,128.9,116,10.96,278.9,109,12.55,10.4,5,2.81,0,0,0,0.2529387498140682
248,14,68,1,0,0,0,134.6,73,22.88,206.8,117,17.58,138.4,104,6.23,9.4,2,2.54,2,0,0,0.37228077306477436
249,47,171,1,0,0,0,232.4,101,39.51,182.0,80,15.47,271.8,133,12.23,9.5,3,2.57,0,0,0,0.33796816069265
250,23,122,1,0,0,0,126.0,89,21.42,147.0,95,12.5,280.2,97,12.61,5.6,4,1.51,0,0,0,0.11616567142599406
251,33,94,2,0,0,0,175.9,121,29.9,222.1,94,18.88,191.8,123,8.63,10.9,5,2.94,1,0,0,0.3330718614561218
252,44,25,1,1,0,0,161.7,99,27.49,216.1,89,18.37,176.7,115,7.95,12.4,6,3.35,1,0,1,0.8078422609478301
253,25,120,1,0,0,0,112.6,80,19.14,124.4,86,10.57,234.9,88,10.57,8.1,3,2.19,6,1,1,0.879876761147146
254,35,107,1,0,1,26,234.0,116,39.78,223.9,103,19.03,246.5,105,11.09,13.8,1,3.73,1,0,0,0.3085199847993015
255,49,78,0,0,0,0,226.3,88,38.47,306.2,81,26.03,200.9,120,9.04,7.8,11,2.11,1,1,0,0.48710622830422373
256,44,93,1,0,0,0,174.1,127,29.6,176.8,73,15.03,240.0,111,10.8,10.7,3,2.89,0,0,0,0.1953136220678097
257,6,80,1,0,0,0,195.6,111,33.25,221.5,122,18.83,182.0,89,8.19,10.8,1,2.92,1,0,0,0.3910036723234107
258,30,127,1,0,0,0,200.8,104,34.14,181.4,73,15.42,89.7,49,4.04,9.7,5,2.62,0,0,0,0.25438734018155995
259,8,82,1,1,1,41,116.9,74,19.87,228.2,115,19.4,251.4,89,11.31,9.9,8,2.67,1,0,1,0.5027676918126324
260,8,44,1,0,0,0,225.6,118,38.35,135.4,122,11.51,190.1,96,8.55,12.1,5,3.27,1,0,0,0.484876256409901
261,5,69,0,0,1,38,272.9,122,46.39,188.4,97,16.01,132.4,87,5.96,10.5,3,2.84,2,0,1,0.5957049556179197
262,9,89,2,0,0,0,215.9,106,36.7,211.1,89,17.94,252.9,106,11.38,8.8,4,2.38,0,0,0,0.2926016167964642
263,13,69,2,1,0,0,199.7,121,33.95,189.4,92,16.1,264.0,120,11.88,11.1,4,3.0,6,1,1,0.995563703889141
264,8,64,1,0,1,31,281.9,121,47.92,240.6,104,20.45,212.2,120,9.55,7.0,5,1.89,3,0,1,0.7686923563952854
265,38,167,1,1,0,0,181.2,122,30.8,262.5,77,22.31,214.0,88,9.63,8.4,4,2.27,0,0,1,0.728329050956264
266,31,139,1,0,0,0,63.3,116,10.76,177.3,113,15.07,171.6,82,7.72,14.2,4,3.83,1,0,0,0.10618829440443071
267,7,41,2,0,0,0,208.0,83,35.36,199.4,110,16.95,173.5,91,7.81,14.9,3,4.02,1,0,0,0.42923783171030033
268,24,104,2,0,0,0,189.3,73,32.18,156.2,120,13.28,232.2,76,10.45,7.5,8,2.03,3,0,1,0.7055143178842556
269,47,166,2,0,0,0,156.8,100,26.66,171.5,93,14.58,149.1,97,6.71,11.2,10,3.02,1,1,0,0.2813244959453851
270,0,68,1,0,0,0,172.3,135,29.29,190.2,93,16.17,297.6,84,13.39,10.4,2,2.81,1,0,0,0.32295300775758046
271,36,78,2,0,0,0,140.0,84,23.8,216.8,73,18.43,224.5,102,10.1,9.0,6,2.43,2,0,0,0.3885099491259734
272,39,60,1,0,0,0,221.0,94,37.57,308.2,72,26.2,233.2,94,10.49,10.1,5,2.73,1,1,0,0.470241217384828
273,35,184,1,0,0,0,167.2,133,28.42,162.1,123,13.78,156.9,81,7.06,9.5,4,2.57,1,0,0,0.3088987531028431
274,25,171,2,1,0,0,191.6,83,32.57,181.1,103,15.39,195.3,73,8.79,8.6,3,2.32,3,0,1,0.9613759708078093
275,3,68,0,0,0,0,172.5,115,29.33,221.9,126,18.86,170.9,98,7.69,6.8,8,1.84,4,0,1,0.7954373693118509
276,45,88,1,0,0,0,294.3,83,50.03,172.1,104,14.63,177.3,105,7.98,5.8,7,1.57,2,1,1,0.8196777999418559
277,1,130,0,0,0,0,289.1,79,49.15,150.1,106,12.76,163.4,98,7.35,13.5,4,3.65,1,0,1,0.6790228449546951
278,14,156,1,0,0,0,162.6,113,27.64,260.2,90,22.12,214.7,93,9.66,10.9,2,2.94,0,0,0,0.17328786203147922
279,25,92,2,0,1,27,233.6,126,39.71,152.9,94,13.0,262.1,95,11.79,12.8,4,3.46,1,0,0,0.30743280568199693
280,23,151,1,0,1,31,240.7,102,40.92,106.5,96,9.05,195.7,128,8.81,10.6,2,2.86,2,0,0,0.4942409371860452
281,36,78,1,0,0,0,290.5,119,49.39,158.4,75,13.46,255.6,101,11.5,8.6,6,2.32,2,1,1,0.8124037985484296
282,42,102,1,0,0,0,183.2,112,31.14,187.5,113,15.94,232.3,77,10.45,9.2,5,2.48,1,1,0,0.35406254139838145
283,49,131,0,0,0,0,155.6,78,26.45,165.2,134,14.04,184.1,89,8.28,8.7,2,2.35,2,0,0,0.43668242189871004
284,42,127,1,1,0,0,220.7,100,37.52,170.2,89,14.47,278.4,73,12.53,15.0,4,4.05,3,1,1,0.9730275220547158
285,9,100,1,0,0,0,303.0,93,51.51,175.6,89,14.93,135.2,102,6.08,10.4,5,2.81,1,1,1,0.7163743730632607
286,30,94,1,0,0,0,114.4,115,19.45,183.9,79,15.63,205.2,78,9.23,5.9,2,1.59,3,0,0,0.4796405944672446
287,34,81,0,0,1,36,164.8,106,28.02,210.2,138,17.87,173.6,78,7.81,4.3,2,1.16,2,0,0,0.2707206543531564
288,35,160,1,0,0,0,237.1,126,40.31,238.4,127,20.26,181.3,100,8.16,10.7,8,2.89,2,0,1,0.6866943423884572
289,29,100,1,0,0,0,220.3,106,37.45,126.1,124,10.72,242.0,67,10.89,10.2,1,2.75,3,0,1,0.7805768707924581
290,49,78,2,0,1,26,189.0,98,32.13,191.7,67,16.29,217.0,68,9.76,11.3,3,3.05,0,0,0,0.11110657368033089
291,33,139,2,1,0,0,172.6,92,29.34,281.7,123,23.94,253.4,117,11.4,10.5,3,2.84,3,0,1,0.9513017919859582
292,6,88,1,0,0,0,168.8,141,28.7,211.5,129,17.98,86.9,92,3.91,10.5,7,2.84,3,0,1,0.6484574767246714
293,16,152,0,0,1,39,243.1,137,41.33,236.7,103,20.12,191.2,118,8.6,9.9,3,2.67,1,0,0,0.33381114447584675
294,45,144,1,0,0,0,97.9,119,16.64,171.3,88,14.56,169.9,83,7.65,7.4,4,2.0,0,0,0,0.08412285630165198
295,13,45,2,1,1,40,179.0,114,30.43,272.6,99,23.17,67.1,80,3.02,10.8,3,2.92,3,0,1,0.9002629324941103
296,30,127,1,1,0,0,324.3,107,55.13,141.6,90,12.04,207.6,90,9.34,12.8,7,3.46,1,1,1,0.9709609242696104
297,28,102,2,0,0,0,69.7,85,11.85,226.5,107,19.25,128.5,104,5.78,11.1,2,3.0,2,0,0,0.20585456091911633
298,2,49,0,1,1,32,176.9,118,30.07,227.0,121,19.3,204.4,115,9.2,15.1,3,4.08,3,1,1,0.8978323934041829
299,19,36,1,0,0,0,140.4,117,23.87,204.5,121,17.38,251.3,79,11.31,8.7,4,2.35,2,0,0,0.3897225022145671
300,48,13,2,0,0,0,167.4,117,28.46,223.5,102,19.0,215.8,108,9.71,9.0,3,2.43,1,0,0,0.3094435096196572
301,1,151,0,0,1,27,166.4,112,28.29,234.3,116,19.92,161.1,95,7.25,5.5,2,1.49,0,0,0,0.08566919358238267
302,49,111,0,0,0,0,171.5,108,29.16,204.4,106,17.37,238.8,90,10.75,10.7,4,2.89,3,0,1,0.656266005386738
303,5,135,1,1,0,0,177.2,151,30.12,209.3,83,17.79,236.3,114,10.63,11.1,5,3.0,2,0,1,0.9115157734326502
304,45,114,1,0,1,34,114.5,64,19.47,229.3,84,19.49,288.8,68,13.0,10.4,16,2.81,0,0,0,0.046107922471927854
305,30,122,1,0,1,34,205.1,123,34.87,203.3,123,17.28,126.7,106,5.7,10.7,1,2.89,2,0,0,0.3829526523678695
306,42,89,1,0,0,0,208.4,112,35.43,189.5,116,16.11,264.4,101,11.9,16.8,1,4.54,0,1,0,0.2732039253506067
307,44,96,1,0,0,0,125.8,102,21.39,244.4,111,20.77,167.7,90,7.55,9.0,2,2.43,2,0,0,0.34645269070285284
308,19,106,0,0,0,0,186.2,97,31.65,257.7,89,21.9,164.3,106,7.39,11.0,4,2.97,2,0,1,0.5338471918289474
309,17,122,1,0,0,0,128.9,136,21.91,244.4,133,20.77,148.7,133,6.69,10.7,5,2.89,0,0,0,0.12001698333664601
310,50,87,1,0,1,16,257.4,91,43.76,232.0,101,19.72,143.2,73,6.44,14.7,2,3.97,1,0,0,0.37551385307665874
311,8,145,1,0,0,0,189.3,113,32.18,203.7,92,17.31,218.3,103,9.82,14.2,3,3.83,5,0,1,0.9064322772030778
312,22,136,1,0,1,24,50.1,134,8.52,295.8,89,25.14,111.8,115,5.03,11.0,6,2.97,0,0,0,0.020819183848347893
313,50,111,0,0,0,0,165.5,72,28.14,228.9,73,19.46,169.7,103,7.64,9.7,6,2.62,2,0,0,0.46794768081236066
314,23,167,1,1,0,0,143.7,108,24.43,75.6,111,6.43,217.9,99,9.81,9.9,4,2.67,0,0,1,0.6243220396609696
315,50,88,0,0,0,0,166.4,97,28.29,186.7,118,15.87,251.6,89,11.32,14.5,4,3.92,0,0,0,0.18034053649419785
316,34,131,1,0,0,0,264.2,118,44.91,180.0,89,15.3,223.9,104,10.08,10.7,1,2.89,2,0,1,0.755895912127081
317,30,90,0,0,0,0,192.1,80,32.66,269.3,125,22.89,259.6,97,11.68,11.7,4,3.16,2,0,1,0.5525149204554567
318,8,95,1,0,0,0,145.4,98,24.72,334.1,109,28.4,209.8,72,9.44,8.8,2,2.38,1,0,0,0.25288538381550824
319,31,42,0,0,1,16,240.8,80,40.94,212.6,121,18.07,271.7,138,12.23,9.4,4,2.54,1,0,0,0.32732052245719234
320,12,69,2,0,0,0,170.7,98,29.02,111.6,109,9.49,171.5,107,7.72,4.8,7,1.3,3,0,1,0.6539609325859412
321,37,99,0,0,0,0,221.0,118,37.57,138.8,104,11.8,198.6,96,8.94,12.1,4,3.27,0,0,0,0.3062429550509721
322,38,72,1,0,0,0,180.0,109,30.6,292.7,96,24.88,194.9,114,8.77,10.8,4,2.92,0,0,0,0.207410596229265
323,22,88,1,0,1,14,298.8,92,50.8,207.3,86,17.62,257.9,65,11.61,11.9,4,3.21,5,0,1,0.9434061988955879
324,9,113,1,0,0,0,317.1,97,53.91,224.8,70,19.11,215.1,90,9.68,13.6,2,3.67,1,1,1,0.7514501071556198
325,38,142,0,1,1,23,102.2,103,17.37,229.7,110,19.52,176.3,100,7.93,9.0,4,2.43,1,0,0,0.45601543216489293
326,49,3,0,0,0,0,182.9,87,31.09,172.1,103,14.63,233.1,89,10.49,12.1,3,3.27,4,0,1,0.8161752585030174
327,29,23,1,0,0,0,155.6,122,26.45,223.8,82,19.02,50.9,130,2.29,10.6,3,2.86,4,1,1,0.7581377617885783
328,48,75,1,0,0,0,184.8,126,31.42,198.6,103,16.88,103.0,90,4.64,8.3,3,2.24,1,0,0,0.3587428402811185
329,9,151,1,0,0,0,175.7,91,29.87,152.3,127,12.95,140.0,88,6.3,10.7,10,2.89,1,0,0,0.33250553742435474
330,43,91,1,0,0,0,251.5,57,42.76,179.1,113,15.22,163.2,72,7.34,6.6,3,1.78,1,0,1,0.5670394424077251
331,25,78,2,0,0,0,131.6,102,22.37,290.4,134,24.68,190.5,95,8.57,0.0,0,0.0,3,0,1,0.5344115767227888
332,9,98,0,0,0,0,92.3,128,15.69,250.1,89,21.26,211.9,110,9.54,10.8,16,2.92,3,0,0,0.410156616208027
333,49,166,0,0,1,41,196.7,109,33.44,124.3,107,10.57,198.3,94,8.92,11.0,5,2.97,5,1,1,0.8192899021672397
334,40,78,1,0,0,0,131.4,98,22.34,189.9,95,16.14,147.4,83,6.63,11.2,2,3.02,2,0,0,0.362795027227284
335,10,69,0,0,0,0,215.9,122,36.7,270.3,114,22.98,301.8,129,13.58,6.1,5,1.65,4,1,1,0.8711860377534287
336,10,122,0,0,0,0,158.2,95,26.89,178.5,113,15.17,154.3,76,6.94,8.5,5,2.3,2,0,0,0.4448551740845381
337,26,138,1,0,0,0,216.0,106,36.72,207.6,110,17.65,180.0,102,8.1,11.2,4,3.02,0,0,0,0.2928656501047461
338,11,19,2,0,1,34,206.4,111,35.09,229.7,118,19.52,156.7,81,7.05,11.8,10,3.19,3,0,1,0.5592481377245617
339,11,141,2,0,0,0,138.2,94,23.49,176.4,84,14.99,182.9,110,8.23,11.1,6,3.0,3,0,1,0.5552811458279611
340,19,79,0,0,1,27,192.3,125,32.69,147.3,108,12.52,215.0,97,9.67,7.8,4,2.11,1,0,0,0.20770147689379506
341,30,171,1,0,0,0,262.1,78,44.56,171.6,113,14.59,208.7,100,9.39,5.3,3,1.43,0,0,0,0.4271213069707798
342,1,51,1,0,0,0,41.2,106,7.0,210.6,82,17.9,220.1,115,9.9,12.4,3,3.35,0,0,0,0.04266871059584375
343,3,114,2,0,0,0,326.1,119,55.44,161.0,105,13.69,220.1,129,9.9,11.0,3,2.97,1,1,1,0.7722633621077195
344,27,98,2,0,0,0,167.0,60,28.39,125.1,65,10.63,262.5,100,11.81,8.9,2,2.4,1,0,0,0.30835452736925845
345,26,94,2,0,0,0,210.2,95,35.73,191.2,87,16.25,150.8,111,6.79,9.4,3,2.54,2,0,1,0.6086548918932335
346,33,100,1,0,1,39,204.9,74,34.83,210.2,80,17.87,168.8,89,7.6,11.2,4,3.02,2,0,0,0.38235013882974517
347,40,125,2,0,0,0,184.1,105,31.3,126.7,123,10.77,241.5,94,10.87,4.7,6,1.27,1,0,0,0.35669183658372877
348,45,81,2,0,0,0,263.8,84,44.85,162.8,107,13.84,149.7,94,6.74,8.7,6,2.35,2,0,1,0.7549534444085289
349,2,154,0,0,0,0,283.6,115,48.21,181.3,103,15.41,306.1,60,13.77,8.8,5,2.38,0,1,0,0.49514458647247267
350,7,91,0,0,0,0,167.5,77,28.48,175.2,113,14.89,233.5,85,10.51,16.1,5,4.35,2,0,0,0.4743026927233445
351,39,94,1,0,0,0,142.3,50,24.19,231.5,142,19.68,205.6,79,9.25,5.5,3,1.49,1,0,0,0.24548937203238158
352,49,57,1,0,0,0,167.1,103,28.41,188.4,112,16.01,111.4,74,5.01,9.1,2,2.46,1,0,0,0.3086265738260078
353,21,140,2,0,0,0,148.3,86,25.21,184.2,151,15.66,179.1,83,8.06,10.9,4,2.94,0,0,0,0.14869586350055813
354,1,64,2,0,0,0,297.8,88,50.63,196.0,89,16.66,213.7,107,9.62,12.0,2,3.24,1,1,1,0.7027094486858465
355,27,52,0,1,0,0,144.5,60,24.57,296.5,129,25.2,194.3,117,8.74,12.4,3,3.35,1,0,1,0.7714828706703922
356,26,117,1,0,0,0,233.4,71,39.68,296.4,76,25.19,276.9,103,12.46,10.3,1,2.78,0,1,0,0.34082739804762663
357,42,119,1,0,0,0,130.5,98,22.19,249.5,91,21.21,219.9,117,9.9,12.7,1,3.43,3,0,1,0.5309195593425138
358,18,85,2,0,0,0,133.3,107,22.66,185.0,101,15.73,289.0,99,13.01,9.1,4,2.46,3,0,1,0.5398015819855781
359,40,92,2,0,0,0,183.7,103,31.23,270.6,97,23.0,132.9,104,5.98,11.2,2,3.02,0,0,0,0.2152745313800973
360,15,116,1,0,0,0,271.0,114,46.07,209.9,71,17.84,193.5,109,8.71,13.7,2,3.7,5,1,1,0.9648629095218992
361,12,163,2,0,0,0,122.5,70,20.83,221.4,92,18.82,187.5,88,8.44,10.4,6,2.81,0,0,0,0.1116609129184459
362,31,88,2,0,0,0,143.3,97,24.36,170.7,81,14.51,195.3,89,8.79,11.4,5,3.08,2,0,0,0.3985534860453227
363,0,83,1,0,0,0,182.5,85,31.03,181.5,114,15.43,199.1,110,8.96,14.7,6,3.97,1,0,0,0.3520236067551001
364,10,117,2,0,0,0,110.4,122,18.77,242.9,103,20.65,170.4,75,7.67,13.9,5,3.75,1,0,0,0.17804815768511262
365,18,90,0,0,0,0,140.8,109,23.94,303.0,114,25.76,267.4,112,12.03,14.1,1,3.81,0,0,0,0.13699076472996027
366,22,137,1,0,0,0,137.5,102,23.38,176.0,98,14.96,210.6,88,9.48,10.4,6,2.81,0,0,0,0.132090989474553
367,9,112,1,0,0,0,115.9,81,19.7,199.7,100,16.97,249.3,111,11.22,10.0,4,2.7,1,0,0,0.18854568675099134
368,44,52,0,0,0,0,288.2,108,48.99,129.6,136,11.02,229.6,73,10.33,9.6,5,2.59,4,0,1,0.9444599341164946
369,26,173,2,0,1,20,60.2,100,10.23,118.1,76,10.04,230.1,131,10.35,13.3,4,3.59,1,0,0,0.046376687986686364
370,37,3,2,0,0,0,125.5,100,21.34,266.2,78,22.63,270.4,119,12.17,5.9,6,1.59,3,1,1,0.515013637719671
371,1,120,1,0,1,27,179.6,142,30.53,262.8,103,22.34,239.9,81,10.8,11.1,2,3.0,1,0,0,0.1823068253435851
372,2,132,1,0,0,0,99.0,126,16.83,189.4,76,16.1,156.3,108,7.03,8.4,3,2.27,1,0,0,0.15775751130553897
373,20,101,0,0,0,0,155.4,71,26.42,84.0,122,7.14,229.1,97,10.31,5.8,1,1.57,1,0,0,0.27772892569630064
374,28,58,0,0,0,0,177.4,107,30.16,204.7,104,17.4,141.9,123,6.39,15.0,9,4.05,3,0,1,0.6730339020870509
375,30,74,2,0,0,0,233.6,72,39.71,168.0,103,14.28,276.3,71,12.43,6.3,2,1.7,2,0,1,0.6770123595448828
376,13,113,0,0,0,0,210.2,109,35.73,199.4,81,16.95,173.3,94,7.8,9.9,4,2.67,3,0,1,0.7577216270268621
377,25,132,2,0,0,0,126.8,83,21.56,243.2,97,20.67,223.4,106,10.05,7.1,5,1.92,3,0,1,0.5191534122646554
378,16,24,2,0,1,41,187.1,80,31.81,286.1,77,24.32,188.0,107,8.46,10.4,2,2.81,1,0,0,0.19700006251762944
379,6,127,0,0,0,0,155.8,91,26.49,103.7,85,8.81,117.2,125,5.27,8.6,3,2.32,2,0,0,0.4373099338852614
380,31,85,2,0,0,0,232.1,130,39.46,150.7,75,12.81,253.9,77,11.43,13.0,3,3.51,0,0,0,0.3371126816736253
381,40,59,1,0,0,0,128.7,85,21.88,169.8,121,14.43,207.3,98,9.33,10.5,4,2.84,3,0,1,0.5251989678691422
382,30,15,1,1,0,0,224.3,85,38.13,166.3,79,14.14,187.0,117,8.41,11.7,3,3.16,1,0,1,0.9032938593099554
383,45,113,0,0,1,30,208.9,87,35.51,145.2,89,12.34,198.2,77,8.92,14.9,5,4.02,2,0,0,0.3944668906680933
384,5,43,1,0,0,0,184.8,114,31.42,130.6,131,11.1,175.0,69,7.88,8.0,9,2.16,0,0,0,0.21765376532500985
385,9,185,2,0,1,24,121.6,100,20.67,108.3,77,9.21,206.3,98,9.28,12.3,2,3.32,5,1,1,0.6350200173607786
386,3,127,1,0,0,0,145.0,106,24.65,230.3,99,19.58,164.9,103,7.42,12.7,3,3.43,1,0,0,0.25192282779272857
387,37,69,1,0,0,0,243.3,101,41.36,109.2,99,9.28,176.9,138,7.96,9.3,3,2.51,0,0,0,0.36973421097192616
388,43,102,2,0,0,0,214.8,60,36.52,173.8,70,14.77,166.7,90,7.5,10.9,2,2.94,1,0,0,0.4506009519490681
389,20,126,2,0,0,0,184.5,56,31.37,197.7,91,16.8,242.3,74,10.9,11.2,3,3.02,2,0,1,0.528448368983357
390,49,137,1,0,0,0,84.3,98,14.33,259.5,115,22.06,197.5,115,8.89,10.3,2,2.78,2,0,0,0.2379581100181293
391,10,80,0,0,0,0,142.9,70,24.29,221.6,83,18.84,121.4,111,5.46,15.2,4,4.1,1,0,0,0.2469093999211358
392,45,86,1,0,0,0,120.6,82,20.5,238.3,96,20.26,219.8,125,9.89,11.4,5,3.08,0,0,0,0.10927997425032589
393,29,120,1,0,1,40,222.2,80,37.77,223.1,84,18.96,164.0,65,7.38,12.1,3,3.27,1,0,0,0.2773730378831177
394,43,85,0,0,1,21,219.3,132,37.28,218.2,105,18.55,267.6,95,12.04,15.7,2,4.24,2,0,0,0.42654889872214485
395,45,103,1,0,0,0,230.2,100,39.13,174.1,100,14.8,194.1,112,8.73,9.0,11,2.43,2,0,1,0.6674593086309051
396,7,53,1,0,1,22,76.1,115,12.94,171.2,119,14.55,246.3,126,11.08,6.0,2,1.62,0,0,0,0.028768871488674717
397,29,115,1,1,0,0,147.7,105,25.11,184.1,68,15.65,153.5,102,6.91,12.7,5,3.43,0,0,1,0.6362083869638321
398,25,116,0,1,0,0,139.4,102,23.7,261.8,97,22.25,167.4,101,7.53,10.5,4,2.84,1,0,1,0.7598147918592727
